大类,推荐编码,推荐名称,疾病编码,疾病名称,动作编码,动作名称,动作关系,主证据编码,主指南编码,主指南名称,推荐等级,证据等级,阻断原因
心律失常,REC-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,窦房传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择窦房传导阻滞治疗方案。,DIS-CARD-ARR-SAB,窦房传导阻滞,PLAN-CARD-B809AAF4889D,窦房传导阻滞治疗方案,recommends_action,EVD-213FB6451C1E4AFE4B36-SAB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,窦房传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,DIS-CARD-ARR-SAB,窦房传导阻滞,FU-CARD-51CB4B9C3711,心电监测和起搏器随访,recommends_action,EVD-E9DA6046FA020AF5CDA3-SAB,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,疑似窦性心动过缓时，应结合窦性心动过缓诊断标准、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,DIS-CARD-ARR-SB,窦性心动过缓,DXC-CARD-5121D5B9EC6F,窦性心动过缓诊断标准,recommends_action,EVD-7E8B1D14C478CA398A11-SB,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SB-02-01-RISK,窦性心动过缓确诊或高度疑似后，应结合窦性心动过缓风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-SB,窦性心动过缓,RISK-CARD-CC0A1ACB963B,窦性心动过缓风险分层,recommends_action,EVD-213FB6451C1E4AFE4B36-SB,SRC-DOC-7EABAF0372E7ED03,中国床旁临时心脏起搏急诊专家共识（2023）.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,窦性心动过缓治疗应根据病情严重程度、禁忌证和患者特征选择窦性心动过缓治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,DIS-CARD-ARR-SB,窦性心动过缓,PLAN-CARD-84E0BB8F1329,窦性心动过缓治疗方案,recommends_action,EVD-798595CE5022B003E682-SB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,窦性心动过缓稳定期或治疗后，应按窦性心动过缓随访方案、窦性心动过缓预后进行随访和复评。,DIS-CARD-ARR-SB,窦性心动过缓,FU-CARD-02081EF83A1E,窦性心动过缓随访方案,recommends_action,EVD-37852F5AD4D850FB2EA0-SB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,疑似窦房结功能障碍时，应结合窦房结功能障碍诊断标准、动态心电图、心电图、电生理检查、阿托品试验进行诊断确认和必要鉴别。,DIS-CARD-ARR-SND,窦房结功能障碍,DXC-CARD-B000729B8734,窦房结功能障碍诊断标准,recommends_action,EVD-A8695F72AE745B013D17-SND,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SND-02-01-RISK,窦房结功能障碍确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-SND,窦房结功能障碍,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-A8695F72AE745B013D17-SND,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,窦房结功能障碍治疗应根据病情严重程度、禁忌证和患者特征选择窦房结功能障碍治疗方案、异丙肾上腺素、阿托品。,DIS-CARD-ARR-SND,窦房结功能障碍,PLAN-CARD-26AF9C4155B7,窦房结功能障碍治疗方案,recommends_action,EVD-3F52E091D84BF49B6328-SND,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,窦房结功能障碍稳定期或治疗后，应按心电监测和起搏器随访、窦房结功能障碍预后进行随访和复评。,DIS-CARD-ARR-SND,窦房结功能障碍,FU-CARD-51CB4B9C3711,心电监测和起搏器随访,recommends_action,EVD-665D797D1DF306C8FB0C-SND,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
高血压,REC-HT-CKD-DIAG-DXC-CKD,慢性肾脏病合并高血压：CKD合并高血压诊断标准推荐,DIS-CARD-HT-CKD,高血压,DXC-HT-CKD,CKD合并高血压诊断标准,recommends_action,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-CKD-FU-FU-CKD-BP-RENAL,慢性肾脏病合并高血压：CKD高血压血压和肾功能随访推荐,DIS-CARD-HT-CKD,高血压,FU-HT-CKD-BP-RENAL,CKD高血压血压和肾功能随访,recommends_action,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-CKD-TX-PLAN-CARD-BDE62A3BE028,慢性肾脏病合并高血压：降压治疗推荐,DIS-CARD-HT-CKD,高血压,PLAN-CARD-BDE62A3BE028,降压治疗,recommends_action,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ELDERLY-DIAG-DXC-ELDERLY,老年高血压：老年高血压诊断标准推荐,DIS-CARD-HT-ELDERLY,高血压,DXC-HT-ELDERLY,老年高血压诊断标准,recommends_action,EVD-55D105F697904AE83838-ELDERLY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ELDERLY-FU-FU-CARD-A15AFD3EECB9,老年高血压：老年高血压随访方案推荐,DIS-CARD-HT-ELDERLY,高血压,FU-CARD-A15AFD3EECB9,老年高血压随访方案,recommends_action,EVD-55D105F697904AE83838-ELDERLY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ELDERLY-TX-PLAN-CARD-0CDCF256C0E6,老年高血压：联合降压治疗推荐,DIS-CARD-HT-ELDERLY,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-55D105F697904AE83838-ELDERLY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-EMERGENCY-DIAG-DXC-EMERGENCY,高血压急症：高血压急症诊断标准推荐,DIS-CARD-HT-EMERGENCY,高血压,DXC-HT-EMERGENCY,高血压急症诊断标准,recommends_action,EVD-5B44A97D405F06F81886-EMERGENCY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-EMERGENCY-FU-FU-CARD-5C2A91913A3B,高血压急症：高血压急症随访方案推荐,DIS-CARD-HT-EMERGENCY,高血压,FU-CARD-5C2A91913A3B,高血压急症随访方案,recommends_action,EVD-5B44A97D405F06F81886-EMERGENCY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-EMERGENCY-TX-PLAN-CARD-0CDCF256C0E6,高血压急症：联合降压治疗推荐,DIS-CARD-HT-EMERGENCY,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-5B44A97D405F06F81886-EMERGENCY,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-EMERGENCY-TX-PLAN-CARD-BDE62A3BE028,高血压急症：降压治疗推荐,DIS-CARD-HT-EMERGENCY,高血压,PLAN-CARD-BDE62A3BE028,降压治疗,recommends_action,EVD-2C41FB69D2B7082252AC-EMERGENCY,SRC-DOC-B35F3B296E91D957,高血压基层诊疗指南（2019年）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ENDOCRINE-DIAG-DXC-CARD-71E8C657623B,内分泌性高血压：内分泌性高血压诊断标准推荐,DIS-CARD-HT-ENDOCRINE,高血压,DXC-CARD-71E8C657623B,内分泌性高血压诊断标准,recommends_action,EVD-3F12816A44E155A83816-ENDOCRINE,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ENDOCRINE-FU-FU-CARD-FD508C0F17A1,内分泌性高血压：内分泌性高血压随访方案推荐,DIS-CARD-HT-ENDOCRINE,高血压,FU-CARD-FD508C0F17A1,内分泌性高血压随访方案,recommends_action,EVD-3F12816A44E155A83816-ENDOCRINE,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-ENDOCRINE-TX-PLAN-CARD-BDE62A3BE028,内分泌性高血压：降压治疗推荐,DIS-CARD-HT-ENDOCRINE,高血压,PLAN-CARD-BDE62A3BE028,降压治疗,recommends_action,EVD-3F12816A44E155A83816-ENDOCRINE,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-HT-DIAG-DXC-CARD-AA96D71FB917,高血压：高血压诊断标准推荐,DIS-CARD-HT,高血压,DXC-CARD-AA96D71FB917,高血压诊断标准,recommends_action,EVD-A88C4F456FAF11892EC6-HT,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-HT-FU-FU-CARD-67AAA3B7D885,高血压：高血压随访方案推荐,DIS-CARD-HT,高血压,FU-CARD-67AAA3B7D885,高血压随访方案,recommends_action,EVD-A88C4F456FAF11892EC6-HT,SRC-DOC-DB0F66F2BB43C682,HT AHA 2025.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-HT-TX-PLAN-CARD-0CDCF256C0E6,高血压：联合降压治疗推荐,DIS-CARD-HT,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-A88C4F456FAF11892EC6-HT,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-HT-TX-PLAN-CARD-2081B78ED14D,高血压：生活方式干预推荐,DIS-CARD-HT,高血压,PLAN-CARD-2081B78ED14D,生活方式干预,recommends_action,EVD-33A716520D7F8314C556-HT,SRC-DOC-DB0F66F2BB43C682,HT AHA 2025.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-MASKED-DIAG-DXC-MASKED,隐匿性高血压：隐匿性高血压诊断标准推荐,DIS-CARD-HT-MASKED,高血压,DXC-HT-MASKED,隐匿性高血压诊断标准,recommends_action,EVD-4B3F5EB920C53E1A1117-MASKED,SRC-DOC-139FEAE78F9A08EE,中国高血压临床实践指南 2022.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-MASKED-FU-FU-CARD-3DAA53000684,隐匿性高血压：隐匿性高血压随访方案推荐,DIS-CARD-HT-MASKED,高血压,FU-CARD-3DAA53000684,隐匿性高血压随访方案,recommends_action,EVD-4B3F5EB920C53E1A1117-MASKED,SRC-DOC-97ABB3DBC0C7F58D,中国 高血压临床实践指南2024.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-MASKED-TX-PLAN-CARD-2081B78ED14D,隐匿性高血压：生活方式干预推荐,DIS-CARD-HT-MASKED,高血压,PLAN-CARD-2081B78ED14D,生活方式干预,recommends_action,EVD-4B3F5EB920C53E1A1117-MASKED,SRC-DOC-139FEAE78F9A08EE,中国高血压临床实践指南 2022.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PA-DIAG-DXC-CARD-56EBD83589B6,原发性醛固酮增多症：原发性醛固酮增多症诊断标准推荐,DIS-CARD-HT-PA,高血压,DXC-CARD-56EBD83589B6,原发性醛固酮增多症诊断标准,recommends_action,EVD-C654C566F263D893CF24-PA,SRC-DOC-B35F3B296E91D957,高血压基层诊疗指南（2019年）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PA-FU-FU-CARD-4431A1FE6C73,原发性醛固酮增多症：原发性醛固酮增多症随访方案推荐,DIS-CARD-HT-PA,高血压,FU-CARD-4431A1FE6C73,原发性醛固酮增多症随访方案,recommends_action,EVD-C654C566F263D893CF24-PA,SRC-DOC-B35F3B296E91D957,高血压基层诊疗指南（2019年）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PA-TX-PLAN-CARD-0CDCF256C0E6,原发性醛固酮增多症：联合降压治疗推荐,DIS-CARD-HT-PA,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-C654C566F263D893CF24-PA,SRC-DOC-B35F3B296E91D957,高血压基层诊疗指南（2019年）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PAROXYSMAL-DIAG-DXC-PAROXYSMAL,发作性高血压：发作性高血压诊断标准推荐,DIS-CARD-HT-PAROXYSMAL,高血压,DXC-HT-PAROXYSMAL,发作性高血压诊断标准,recommends_action,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PAROXYSMAL-FU-FU-CARD-9EF08F23CBE3,发作性高血压：发作性高血压随访方案推荐,DIS-CARD-HT-PAROXYSMAL,高血压,FU-CARD-9EF08F23CBE3,发作性高血压随访方案,recommends_action,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PAROXYSMAL-TX-PLAN-PAROXYSMAL-CAUSE-BA,发作性高血压：发作性高血压诱因处理和病因导向治疗推荐,DIS-CARD-HT-PAROXYSMAL,高血压,PLAN-HT-PAROXYSMAL-CAUSE-BASED,发作性高血压诱因处理和病因导向治疗,recommends_action,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PRIMARY-DIAG-DXC-CARD-317486966B34,原发性高血压：原发性高血压诊断标准推荐,DIS-CARD-HT-PRIMARY,高血压,DXC-CARD-317486966B34,原发性高血压诊断标准,recommends_action,EVD-C654C566F263D893CF24-PRIMARY,SRC-DOC-08531D2049613F2D,原发性醛固酮增多症诊断治疗的专家共识(2024版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PRIMARY-FU-FU-CARD-D42E1520B05E,原发性高血压：原发性高血压随访方案推荐,DIS-CARD-HT-PRIMARY,高血压,FU-CARD-D42E1520B05E,原发性高血压随访方案,recommends_action,EVD-C654C566F263D893CF24-PRIMARY,SRC-DOC-08531D2049613F2D,原发性醛固酮增多症诊断治疗的专家共识(2024版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PRIMARY-TX-PLAN-CARD-0CDCF256C0E6,原发性高血压：联合降压治疗推荐,DIS-CARD-HT-PRIMARY,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-C654C566F263D893CF24-PRIMARY,SRC-DOC-08531D2049613F2D,原发性醛固酮增多症诊断治疗的专家共识(2024版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-PRIMARY-TX-PLAN-CARD-2081B78ED14D,原发性高血压：生活方式干预推荐,DIS-CARD-HT-PRIMARY,高血压,PLAN-CARD-2081B78ED14D,生活方式干预,recommends_action,EVD-0A63E2B8B75DCFCA2254-PRIMARY,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENAL-PARENCHYMAL-DIAG-DXC-RENAL-PARENCHYMAL,肾实质性高血压：肾实质性高血压诊断标准推荐,DIS-CARD-HT-RENAL-PARENCHYMAL,高血压,DXC-HT-RENAL-PARENCHYMAL,肾实质性高血压诊断标准,recommends_action,EVD-CCDB5C17583C3B81129F-PARENCHYMAL,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENAL-PARENCHYMAL-FU-FU-CARD-5B0D8BB5818D,肾实质性高血压：肾实质性高血压随访方案推荐,DIS-CARD-HT-RENAL-PARENCHYMAL,高血压,FU-CARD-5B0D8BB5818D,肾实质性高血压随访方案,recommends_action,EVD-CCDB5C17583C3B81129F-PARENCHYMAL,SRC-DOC-6EF25C3E0A7B456D,中国高血压防治指南(2024年修订版).pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENAL-PARENCHYMAL-TX-PLAN-CARD-BDE62A3BE028,肾实质性高血压：降压治疗推荐,DIS-CARD-HT-RENAL-PARENCHYMAL,高血压,PLAN-CARD-BDE62A3BE028,降压治疗,recommends_action,EVD-CCDB5C17583C3B81129F-PARENCHYMAL,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENOVASCULAR-DIAG-DXC-RENOVASCULAR,肾血管性高血压：肾血管性高血压诊断标准推荐,DIS-CARD-HT-RENOVASCULAR,高血压,DXC-HT-RENOVASCULAR,肾血管性高血压诊断标准,recommends_action,EVD-AFF9D4BC9FDD0477BEE4-RENOVASCULAR,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENOVASCULAR-FU-FU-CARD-B14257BE5587,肾血管性高血压：肾血管性高血压随访方案推荐,DIS-CARD-HT-RENOVASCULAR,高血压,FU-CARD-B14257BE5587,肾血管性高血压随访方案,recommends_action,EVD-AFF9D4BC9FDD0477BEE4-RENOVASCULAR,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RENOVASCULAR-TX-PLAN-CARD-0CDCF256C0E6,肾血管性高血压：联合降压治疗推荐,DIS-CARD-HT-RENOVASCULAR,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-AFF9D4BC9FDD0477BEE4-RENOVASCULAR,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RESISTANT-DIAG-DXC-CARD-ACE197340A13,难治性高血压：难治性高血压诊断标准推荐,DIS-CARD-HT-RESISTANT,高血压,DXC-CARD-ACE197340A13,难治性高血压诊断标准,recommends_action,EVD-823179F4FBF21E7669A8-RESISTANT,SRC-DOC-7F8628B87DE65D12,HT ACC 2017.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RESISTANT-FU-FU-CARD-162ACB3C6AA9,难治性高血压：难治性高血压随访方案推荐,DIS-CARD-HT-RESISTANT,高血压,FU-CARD-162ACB3C6AA9,难治性高血压随访方案,recommends_action,EVD-823179F4FBF21E7669A8-RESISTANT,SRC-DOC-7F8628B87DE65D12,HT ACC 2017.pdf,未分级推荐,专家共识/教材证据,
高血压,REC-HT-RESISTANT-TX-PLAN-CARD-0CDCF256C0E6,难治性高血压：联合降压治疗推荐,DIS-CARD-HT-RESISTANT,高血压,PLAN-CARD-0CDCF256C0E6,联合降压治疗,recommends_action,EVD-62B64136818BC831207A-RESISTANT,SRC-DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,未分级推荐,专家共识/教材证据,
